1,9999,99999,25-05-2015,01-06-2015,
2,19998,199998,25-05-2015,01-06-2015,
3,29997,299997,25-05-2015,01-06-2015,
4,39996,399996,25-05-2015,01-06-2015,
5,49995,499995,25-05-2015,01-06-2015,
6,59994,599994,25-05-2015,01-06-2015,
7,69993,699993,25-05-2015,01-06-2015,
8,79992,799992,25-05-2015,01-06-2015,
9,89991,899991,25-05-2015,01-06-2015,
10,99990,999990,25-05-2015,01-06-2015,
11,109989,1099989,25-05-2015,01-06-2015,
12,119988,1199988,25-05-2015,01-06-2015,
13,129987,1299987,25-05-2015,01-06-2015,
14,139986,1399986,25-05-2015,01-06-2015,
15,149985,1499985,25-05-2015,01-06-2015,
16,159984,1599984,25-05-2015,01-06-2015,
17,169983,1699983,25-05-2015,01-06-2015,
18,179982,1799982,25-05-2015,01-06-2015,
19,189981,1899981,25-05-2015,01-06-2015,
20,199980,1999980,25-05-2015,01-06-2015,
21,209979,2099979,25-05-2015,01-06-2015,
22,219978,2199978,25-05-2015,01-06-2015,
23,229977,2299977,25-05-2015,01-06-2015,
24,239976,2399976,25-05-2015,01-06-2015,
25,249975,2499975,25-05-2015,01-06-2015,
26,259974,2599974,25-05-2015,01-06-2015,
27,269973,2699973,25-05-2015,01-06-2015,
28,279972,2799972,25-05-2015,01-06-2015,
29,289971,2899971,25-05-2015,01-06-2015,
30,299970,2999970,25-05-2015,01-06-2015,
31,309969,3099969,25-05-2015,01-06-2015,
32,319968,3199968,25-05-2015,01-06-2015,
33,329967,3299967,25-05-2015,01-06-2015,
34,339966,3399966,25-05-2015,01-06-2015,
35,349965,3499965,25-05-2015,01-06-2015,
36,359964,3599964,25-05-2015,01-06-2015,
37,369963,3699963,25-05-2015,01-06-2015,
38,379962,3799962,25-05-2015,01-06-2015,
39,389961,3899961,25-05-2015,01-06-2015,
40,399960,3999960,25-05-2015,01-06-2015,
41,409959,4099959,25-05-2015,01-06-2015,
42,419958,4199958,25-05-2015,01-06-2015,
43,429957,4299957,25-05-2015,01-06-2015,
44,439956,4399956,25-05-2015,01-06-2015,
45,449955,4499955,25-05-2015,01-06-2015,
46,459954,4599954,25-05-2015,01-06-2015,
47,469953,4699953,25-05-2015,01-06-2015,
48,479952,4799952,25-05-2015,01-06-2015,
49,489951,4899951,25-05-2015,01-06-2015,
50,499950,4999950,25-05-2015,01-06-2015,
51,509949,5099949,25-05-2015,01-06-2015,
52,519948,5199948,25-05-2015,01-06-2015,
53,529947,5299947,25-05-2015,01-06-2015,
54,539946,5399946,25-05-2015,01-06-2015,
55,549945,5499945,25-05-2015,01-06-2015,
56,559944,5599944,25-05-2015,01-06-2015,
57,569943,5699943,25-05-2015,01-06-2015,
58,579942,5799942,25-05-2015,01-06-2015,
59,589941,5899941,25-05-2015,01-06-2015,
60,599940,5999940,25-05-2015,01-06-2015,
61,609939,6099939,25-05-2015,01-06-2015,
62,619938,6199938,25-05-2015,01-06-2015,
63,629937,6299937,25-05-2015,01-06-2015,
64,639936,6399936,25-05-2015,01-06-2015,
65,649935,6499935,25-05-2015,01-06-2015,
66,659934,6599934,25-05-2015,01-06-2015,
67,669933,6699933,25-05-2015,01-06-2015,
68,679932,6799932,25-05-2015,01-06-2015,
69,689931,6899931,25-05-2015,01-06-2015,
70,699930,6999930,25-05-2015,01-06-2015,
71,709929,7099929,25-05-2015,01-06-2015,
72,719928,7199928,25-05-2015,01-06-2015,
73,729927,7299927,25-05-2015,01-06-2015,
74,739926,7399926,25-05-2015,01-06-2015,
75,749925,7499925,25-05-2015,01-06-2015,
76,759924,7599924,25-05-2015,01-06-2015,
77,769923,7699923,25-05-2015,01-06-2015,
78,779922,7799922,25-05-2015,01-06-2015,
79,789921,7899921,25-05-2015,01-06-2015,
80,799920,7999920,25-05-2015,01-06-2015,
81,809919,8099919,25-05-2015,01-06-2015,
82,819918,8199918,25-05-2015,01-06-2015,
83,829917,8299917,25-05-2015,01-06-2015,
84,839916,8399916,25-05-2015,01-06-2015,
85,849915,8499915,25-05-2015,01-06-2015,
86,859914,8599914,25-05-2015,01-06-2015,
87,869913,8699913,25-05-2015,01-06-2015,
88,879912,8799912,25-05-2015,01-06-2015,
89,889911,8899911,25-05-2015,01-06-2015,
90,899910,8999910,25-05-2015,01-06-2015,
91,909909,9099909,25-05-2015,01-06-2015,
92,919908,9199908,25-05-2015,01-06-2015,
93,929907,9299907,25-05-2015,01-06-2015,
94,939906,9399906,25-05-2015,01-06-2015,
95,949905,9499905,25-05-2015,01-06-2015,
96,959904,9599904,25-05-2015,01-06-2015,
97,969903,9699903,25-05-2015,01-06-2015,
98,979902,9799902,25-05-2015,01-06-2015,
99,989901,9899901,25-05-2015,01-06-2015,
100,10000,100000,25/05/2015,01/06/2015,other
101,10100,101000,25/05/2015,01/06/2015,other
102,10200,102000,25/05/2015,01/06/2015,other
103,10300,103000,25/05/2015,01/06/2015,other
104,10400,104000,25/05/2015,01/06/2015,other
105,10500,105000,25/05/2015,01/06/2015,other
106,10600,106000,25/05/2015,01/06/2015,other
107,10700,107000,25/05/2015,01/06/2015,other
108,10800,108000,25/05/2015,01/06/2015,other
109,10900,109000,25/05/2015,01/06/2015,other
110,11000,110000,25/05/2015,01/06/2015,other
111,11100,111000,25/05/2015,01/06/2015,other
112,11200,112000,25/05/2015,01/06/2015,other
113,11300,113000,25/05/2015,01/06/2015,other
114,11400,114000,25/05/2015,01/06/2015,other
115,11500,115000,25/05/2015,01/06/2015,other
116,11600,116000,25/05/2015,01/06/2015,other
117,11700,117000,25/05/2015,01/06/2015,other
118,11800,118000,25/05/2015,01/06/2015,other
119,11900,119000,25/05/2015,01/06/2015,other
120,12000,120000,25/05/2015,01/06/2015,other
121,12100,121000,25/05/2015,01/06/2015,other
122,12200,122000,25/05/2015,01/06/2015,other
123,12300,123000,25/05/2015,01/06/2015,other
124,12400,124000,25/05/2015,01/06/2015,other
125,12500,125000,25/05/2015,01/06/2015,other
126,12600,126000,25/05/2015,01/06/2015,other
127,12700,127000,25/05/2015,01/06/2015,other
128,12800,128000,25/05/2015,01/06/2015,other
129,12900,129000,25/05/2015,01/06/2015,other
130,13000,130000,25/05/2015,01/06/2015,other
131,13100,131000,25/05/2015,01/06/2015,other
132,13200,132000,25/05/2015,01/06/2015,other
133,13300,133000,25/05/2015,01/06/2015,other
134,13400,134000,25/05/2015,01/06/2015,other
135,13500,135000,25/05/2015,01/06/2015,other
136,13600,136000,25/05/2015,01/06/2015,other
137,13700,137000,25/05/2015,01/06/2015,other
138,13800,138000,25/05/2015,01/06/2015,other
139,13900,139000,25/05/2015,01/06/2015,other
140,14000,140000,25/05/2015,01/06/2015,other
141,14100,141000,25/05/2015,01/06/2015,other
142,14200,142000,25/05/2015,01/06/2015,other
143,14300,143000,25/05/2015,01/06/2015,other
144,14400,144000,25/05/2015,01/06/2015,other
145,14500,145000,25/05/2015,01/06/2015,other
146,14600,146000,25/05/2015,01/06/2015,other
147,14700,147000,25/05/2015,01/06/2015,other
148,14800,148000,25/05/2015,01/06/2015,other
149,14900,149000,25/05/2015,01/06/2015,other
150,15000,150000,25/05/2015,01/06/2015,other
151,15100,151000,25/05/2015,01/06/2015,other
152,15200,152000,25/05/2015,01/06/2015,other
153,15300,153000,25/05/2015,01/06/2015,other
154,15400,154000,25/05/2015,01/06/2015,other
155,15500,155000,25/05/2015,01/06/2015,other
156,15600,156000,25/05/2015,01/06/2015,other
157,15700,157000,25/05/2015,01/06/2015,other
158,15800,158000,25/05/2015,01/06/2015,other
159,15900,159000,25/05/2015,01/06/2015,other
160,16000,160000,25/05/2015,01/06/2015,other
161,16100,161000,25/05/2015,01/06/2015,other
162,16200,162000,25/05/2015,01/06/2015,other
163,16300,163000,25/05/2015,01/06/2015,other
164,16400,164000,25/05/2015,01/06/2015,other
165,16500,165000,25/05/2015,01/06/2015,other
166,16600,166000,25/05/2015,01/06/2015,other
167,16700,167000,25/05/2015,01/06/2015,other
168,16800,168000,25/05/2015,01/06/2015,other
169,16900,169000,25/05/2015,01/06/2015,other
170,17000,170000,25/05/2015,01/06/2015,other
171,17100,171000,25/05/2015,01/06/2015,other
172,17200,172000,25/05/2015,01/06/2015,other
173,17300,173000,25/05/2015,01/06/2015,other
174,17400,174000,25/05/2015,01/06/2015,other
175,17500,175000,25/05/2015,01/06/2015,other
176,17600,176000,25/05/2015,01/06/2015,other
177,17700,177000,25/05/2015,01/06/2015,other
178,17800,178000,25/05/2015,01/06/2015,other
179,17900,179000,25/05/2015,01/06/2015,other
180,18000,180000,25/05/2015,01/06/2015,other
181,18100,181000,25/05/2015,01/06/2015,other
182,18200,182000,25/05/2015,01/06/2015,other
183,18300,183000,25/05/2015,01/06/2015,other
184,18400,184000,25/05/2015,01/06/2015,other
185,18500,185000,25/05/2015,01/06/2015,other
186,18600,186000,25/05/2015,01/06/2015,other
187,18700,187000,25/05/2015,01/06/2015,other
188,18800,188000,25/05/2015,01/06/2015,other
189,18900,189000,25/05/2015,01/06/2015,other
190,19000,190000,25/05/2015,01/06/2015,other
191,19100,191000,25/05/2015,01/06/2015,other
192,19200,192000,25/05/2015,01/06/2015,other
193,19300,193000,25/05/2015,01/06/2015,other
194,19400,194000,25/05/2015,01/06/2015,other
195,19500,195000,25/05/2015,01/06/2015,other
196,19600,196000,25/05/2015,01/06/2015,other
197,19700,197000,25/05/2015,01/06/2015,other
198,19800,198000,25/05/2015,01/06/2015,other
199,19900,199000,25/05/2015,01/06/2015,other
